Date,Open,High,Low,Close,Adj Close,Volume
2020-11-11,91.989998,91.989998,88.260002,90.800003,88.244850,1640900
2020-11-12,89.879997,90.230003,86.330002,87.089996,84.639244,1423300
2020-11-13,88.010002,91.709999,87.949997,91.620003,89.041779,1743500
2020-11-16,96.050003,97.360001,94.269997,96.599998,93.881630,1664400
2020-11-17,95.150002,99.370003,94.220001,98.459999,95.689293,1851200
2020-11-18,98.709999,99.889999,96.120003,96.120003,93.415138,1606800
2020-11-19,95.199997,97.959999,94.120003,97.419998,94.678551,1445800
2020-11-20,98.129997,98.610001,96.430000,98.379997,95.611534,1514400
2020-11-23,99.430000,101.610001,99.160004,100.389999,97.564980,2204400
2020-11-24,102.309998,105.930000,102.309998,104.430000,101.491295,1741900
2020-11-25,103.419998,103.680000,100.919998,102.349998,99.469818,1635400
2020-11-27,102.769997,103.150002,101.059998,102.430000,99.547569,427700
2020-11-30,101.730003,102.330002,98.050003,98.160004,95.397736,2230400
2020-12-01,99.980003,100.730003,99.279999,99.830002,97.020737,1196200
2020-12-02,99.949997,101.699997,99.099998,101.050003,98.206406,1240400
2020-12-03,101.250000,103.830002,101.050003,103.330002,100.422249,882600
2020-12-04,104.349998,105.980003,103.860001,105.320000,102.356247,814300
2020-12-07,105.180000,105.180000,102.730003,102.949997,100.052933,817800
2020-12-08,102.080002,103.070000,101.040001,101.459999,98.604874,1051600
2020-12-09,101.769997,102.199997,99.430000,100.480003,97.652451,1358600
2020-12-10,99.550003,102.139999,99.070000,101.900002,99.032494,1493300
2020-12-11,100.690002,101.949997,99.169998,99.980003,97.166512,687300
2020-12-14,100.000000,101.489998,98.110001,98.500000,95.728165,1217500
2020-12-15,98.989998,101.040001,97.349998,101.000000,98.157814,1499300
2020-12-16,103.879997,105.449997,99.769997,100.699997,97.866257,1327800
2020-12-17,102.800003,102.800003,99.750000,100.419998,97.594131,1311100
2020-12-18,100.820000,101.040001,95.089996,96.110001,93.405418,3082600
2020-12-21,94.730003,94.839996,92.510002,94.050003,91.403397,1561900
2020-12-22,94.769997,94.769997,92.330002,92.889999,90.276024,1448900
2020-12-23,93.739998,94.589996,92.150002,92.599998,89.994194,1014000
2020-12-24,93.199997,94.010002,91.470001,93.930000,91.286766,367300
2020-12-28,93.959999,95.480003,93.379997,95.139999,92.462715,762400
2020-12-29,95.580002,96.449997,93.010002,93.290001,90.664772,820500
2020-12-30,92.940002,94.489998,92.809998,93.870003,92.196976,707900
2020-12-31,93.379997,94.699997,92.330002,94.529999,92.845215,562900
2021-01-04,95.300003,95.959999,90.750000,90.820000,89.201332,1240100
2021-01-05,91.320000,92.820000,89.989998,90.089996,88.484337,1200500
2021-01-06,90.660004,92.769997,89.760002,91.419998,89.790642,1960000
2021-01-07,91.449997,91.449997,89.379997,90.250000,88.641487,1179600
2021-01-08,90.050003,90.879997,89.139999,90.040001,88.435234,1123300
2021-01-11,89.050003,90.279999,88.779999,89.589996,87.993256,1534100
2021-01-12,90.180000,91.680000,89.199997,91.459999,89.829926,1075500
2021-01-13,91.550003,92.930000,91.349998,92.089996,90.448700,1302100
2021-01-14,92.970001,95.000000,92.000000,94.550003,92.864861,1209900
2021-01-15,94.209999,95.440002,92.669998,95.150002,93.454163,1026600
2021-01-19,95.540001,95.540001,92.860001,93.290001,91.627312,1139300
2021-01-20,92.849998,94.870003,92.519997,93.559998,91.892494,947400
2021-01-21,93.010002,93.809998,90.769997,91.980003,90.340668,1472700
2021-01-22,91.089996,91.599998,90.150002,91.300003,89.672783,809100
2021-01-25,90.699997,91.949997,89.500000,91.279999,89.653137,1107000
2021-01-26,92.029999,93.110001,91.230003,92.720001,91.067467,944000
2021-01-27,92.000000,92.070000,88.449997,89.720001,88.120941,1582900
2021-01-28,89.940002,94.059998,89.489998,91.919998,90.281731,1576500
2021-01-29,90.820000,93.580002,90.070000,91.269997,89.643311,1633700
2021-02-01,91.599998,91.949997,88.879997,90.230003,88.621849,1527200
2021-02-02,90.680000,90.680000,88.889999,90.500000,88.887032,1223600
2021-02-03,89.980003,91.589996,88.889999,91.019997,89.397766,1000900
2021-02-04,91.510002,93.199997,91.070000,92.419998,90.772812,1013000
2021-02-05,93.400002,93.400002,91.379997,92.120003,90.478172,878900
2021-02-08,92.300003,95.510002,92.019997,95.349998,93.650597,1132100
2021-02-09,95.699997,96.169998,94.739998,95.980003,94.269371,752300
2021-02-10,96.599998,97.779999,94.480003,94.669998,92.982719,1106400
2021-02-11,94.720001,95.099998,93.320000,94.930000,93.238075,896400
2021-02-12,94.440002,95.139999,93.330002,94.099998,92.422874,593700
2021-02-16,94.500000,94.919998,92.480003,92.720001,91.067467,1258400
2021-02-17,93.279999,93.279999,91.690002,92.750000,91.096931,912600
2021-02-18,92.290001,92.790001,90.970001,91.669998,90.036186,795600
2021-02-19,91.809998,92.820000,91.160004,92.239998,90.596024,903800
2021-02-22,92.660004,96.750000,92.290001,96.459999,94.740814,1610700
2021-02-23,97.000000,101.620003,96.209999,101.139999,99.337402,2203900
2021-02-24,101.720001,105.180000,101.129997,104.690002,102.824127,1347500
2021-02-25,105.080002,106.940002,101.800003,102.720001,100.889244,1493600
2021-02-26,101.940002,102.720001,99.099998,99.129997,97.363228,1360800
2021-03-01,100.790001,103.290001,100.269997,101.290001,99.484734,1193100
2021-03-02,100.690002,101.699997,99.290001,101.389999,99.582947,1256700
2021-03-03,101.730003,105.879997,101.610001,104.540001,102.676811,1411000
2021-03-04,104.750000,105.750000,99.480003,100.919998,99.121323,1618700
2021-03-05,101.830002,102.879997,99.470001,102.260002,100.437439,834300
2021-03-08,102.889999,108.349998,102.099998,107.800003,105.878708,1224900
2021-03-09,107.800003,108.650002,105.730003,105.769997,103.884880,1441800
2021-03-10,105.720001,107.599998,104.790001,106.510002,104.611702,830900
2021-03-11,106.510002,108.650002,105.660004,107.290001,105.377792,1397800
2021-03-12,108.330002,110.360001,107.169998,108.589996,106.654617,1268400
2021-03-15,107.440002,108.529999,105.779999,107.040001,105.132256,856000
2021-03-16,106.970001,107.260002,104.800003,106.019997,104.130424,726100
2021-03-17,105.730003,106.550003,104.620003,106.110001,104.218826,708300
2021-03-18,106.330002,107.500000,105.070000,105.690002,103.806313,973200
2021-03-19,105.269997,106.320000,104.169998,104.389999,102.529480,1356900
2021-03-22,104.010002,104.849998,102.330002,102.440002,100.614235,1371900
2021-03-23,102.269997,103.440002,101.470001,102.250000,100.427612,1016900
2021-03-24,102.720001,104.599998,102.720001,102.750000,100.918709,1076800
2021-03-25,102.250000,104.949997,100.709999,104.669998,102.804482,727700
2021-03-26,105.199997,107.190002,104.699997,107.070000,105.161720,764400
2021-03-29,106.459999,106.739998,102.940002,103.080002,101.242828,1463000
2021-03-30,102.449997,103.629997,101.849998,103.010002,102.145187,1122700
2021-03-31,102.389999,102.830002,100.529999,101.260002,100.409882,1268900
2021-04-01,101.589996,104.400002,101.589996,104.260002,103.384697,776700
2021-04-05,104.769997,105.129997,102.239998,104.019997,103.146706,1199800
2021-04-06,103.470001,104.559998,103.239998,104.260002,103.384697,1450900
2021-04-07,104.510002,105.419998,103.589996,104.699997,103.820992,856400
2021-04-08,104.290001,104.620003,103.260002,103.870003,102.997971,768200
2021-04-09,104.290001,105.120003,103.699997,104.739998,103.860657,963400
2021-04-12,105.110001,105.430000,103.800003,105.190002,104.306885,947500
2021-04-13,105.199997,105.830002,104.180000,105.599998,104.713440,1185400
2021-04-14,105.800003,106.709999,105.150002,105.709999,104.822517,833300
2021-04-15,106.070000,106.510002,104.870003,105.480003,104.594452,817100
2021-04-16,105.989998,106.029999,104.489998,105.440002,104.554787,1193600
2021-04-19,105.790001,106.470001,104.389999,106.150002,105.258827,983800
2021-04-20,104.949997,106.190002,104.800003,106.129997,105.238991,1052100
2021-04-21,106.169998,107.500000,105.510002,107.400002,106.498329,1622400
2021-04-22,107.500000,107.910004,105.309998,106.000000,105.110085,1595200
2021-04-23,105.959999,106.589996,105.599998,106.050003,105.159668,798800
2021-04-26,106.320000,107.900002,106.320000,107.330002,106.428917,1124000
2021-04-27,107.620003,108.779999,106.639999,108.099998,107.192451,904400
2021-04-28,108.379997,108.379997,106.959999,107.540001,106.637154,1394800
2021-04-29,108.089996,110.220001,108.089996,109.419998,108.501373,796100
2021-04-30,109.129997,109.559998,108.330002,109.349998,108.431961,1369000
2021-05-03,109.629997,110.000000,107.709999,108.080002,107.172623,909100
2021-05-04,108.330002,109.430000,107.220001,108.419998,107.509766,794800
2021-05-05,107.870003,108.400002,105.360001,106.190002,105.298492,1150800
2021-05-06,106.680000,107.940002,106.050003,107.510002,106.607407,771400
2021-05-07,107.000000,108.620003,106.730003,108.160004,107.251953,905500
2021-05-10,109.120003,110.540001,108.129997,108.209999,107.301529,1065400
2021-05-11,107.500000,108.309998,106.180000,107.589996,106.686729,706200
2021-05-12,107.610001,108.019997,103.540001,103.809998,102.938469,1399100
2021-05-13,103.550003,106.769997,103.199997,106.010002,105.120003,1243500
2021-05-14,106.199997,108.339996,106.120003,108.199997,107.291611,1049300
2021-05-17,108.199997,110.480003,107.680000,110.139999,109.215324,1427600
2021-05-18,110.129997,113.150002,109.639999,112.410004,111.466270,1511800
2021-05-19,111.940002,111.940002,108.190002,109.440002,108.521210,1370800
2021-05-20,109.300003,111.260002,108.500000,110.500000,109.572304,1351400
2021-05-21,110.870003,112.839996,110.660004,112.080002,111.139038,1180500
2021-05-24,112.820000,115.290001,112.419998,114.989998,114.024605,1054100
2021-05-25,113.550003,114.809998,113.040001,114.430000,113.469315,1682300
2021-05-26,114.779999,116.680000,113.760002,116.059998,115.085625,1308400
2021-05-27,116.690002,117.339996,116.089996,116.650002,115.670677,1950300
2021-05-28,117.160004,117.959999,116.550003,117.559998,116.573029,676500
2021-06-01,118.000000,120.209999,117.809998,120.000000,118.992546,1124800
2021-06-02,121.180000,121.470001,119.449997,121.419998,120.400627,921600
2021-06-03,121.050003,121.419998,119.620003,120.120003,119.111542,890800
2021-06-04,120.400002,120.779999,119.220001,120.269997,119.260277,826100
2021-06-07,120.669998,123.709999,120.190002,123.150002,122.116104,850800
2021-06-08,122.800003,123.720001,122.180000,122.349998,121.322815,1068500
2021-06-09,122.720001,123.180000,122.209999,122.379997,121.352562,567800
2021-06-10,122.930000,123.250000,121.849998,122.690002,121.659966,1391100
2021-06-11,122.290001,123.250000,121.580002,123.169998,122.135933,999100
2021-06-14,123.500000,124.239998,123.260002,124.029999,122.988716,1111100
2021-06-15,123.690002,124.180000,121.449997,122.000000,120.975754,1374000
2021-06-16,122.000000,123.110001,120.820000,121.099998,120.083313,1493200
2021-06-17,121.489998,121.760002,118.959999,119.260002,118.258766,1038200
2021-06-18,118.019997,118.989998,117.220001,117.260002,116.275551,1863000
2021-06-21,118.250000,120.110001,118.029999,119.629997,118.625648,1133100
2021-06-22,119.260002,119.370003,117.500000,117.760002,116.771355,1349600
2021-06-23,118.419998,119.629997,117.629997,118.720001,117.723297,1299600
2021-06-24,119.019997,119.620003,117.389999,119.070000,118.070358,1242600
2021-06-25,119.230003,120.239998,118.510002,119.800003,118.794228,880700
2021-06-28,119.599998,119.809998,115.019997,116.730003,115.750008,1437700
2021-06-29,115.449997,116.339996,113.790001,113.830002,113.830002,912900
2021-06-30,113.559998,115.160004,113.559998,114.589996,114.589996,927800
2021-07-01,114.599998,116.290001,114.190002,114.940002,114.940002,803600
2021-07-02,115.110001,116.300003,114.559998,116.070000,116.070000,849200
2021-07-06,115.879997,116.510002,114.180000,116.279999,116.279999,1378100
2021-07-07,115.070000,115.330002,113.750000,114.379997,114.379997,1534000
2021-07-08,113.300003,114.580002,112.379997,113.449997,113.449997,1008900
2021-07-09,114.830002,117.239998,114.279999,117.169998,117.169998,925700
2021-07-12,116.529999,119.000000,116.500000,118.709999,118.709999,828800
2021-07-13,118.690002,118.970001,116.040001,116.320000,116.320000,460700
2021-07-14,116.059998,117.320000,115.860001,116.800003,116.800003,648300
2021-07-15,116.580002,117.040001,115.900002,116.610001,116.610001,413500
2021-07-16,117.080002,117.300003,115.809998,116.139999,116.139999,545600
2021-07-19,114.199997,114.230003,109.500000,110.709999,110.709999,1555800
2021-07-20,111.379997,116.300003,110.989998,116.040001,116.040001,1064000
2021-07-21,116.910004,119.230003,116.330002,117.040001,117.040001,626500
2021-07-22,116.480003,116.500000,113.709999,114.500000,114.500000,912600
2021-07-23,115.480003,115.830002,113.760002,114.900002,114.900002,796800
2021-07-26,114.699997,116.169998,114.309998,115.379997,115.379997,719800
2021-07-27,115.349998,116.750000,114.300003,116.239998,116.239998,725900
2021-07-28,117.769997,119.360001,113.529999,118.000000,118.000000,1292300
2021-07-29,118.940002,119.900002,118.330002,118.410004,118.410004,618500
2021-07-30,118.879997,120.250000,117.260002,117.379997,117.379997,926300
2021-08-02,118.290001,120.230003,116.230003,116.339996,116.339996,514400
2021-08-03,117.099998,117.099998,114.099998,116.070000,116.070000,599200
2021-08-04,115.239998,116.699997,114.610001,114.690002,114.690002,516400
2021-08-05,115.860001,116.980003,115.540001,116.870003,116.870003,539100
2021-08-06,117.730003,118.709999,117.339996,117.900002,117.900002,564600
2021-08-09,117.050003,117.830002,116.190002,117.220001,117.220001,363100
2021-08-10,117.430000,117.529999,116.120003,116.269997,116.269997,520600
2021-08-11,116.879997,118.160004,115.980003,118.099998,118.099998,820500
2021-08-12,117.980003,118.459999,116.690002,117.639999,117.639999,510100
2021-08-13,117.629997,118.239998,117.349998,117.910004,117.910004,431400
2021-08-16,117.500000,118.949997,116.669998,117.000000,117.000000,568700
2021-08-17,115.940002,116.629997,113.699997,115.959999,115.959999,907900
2021-08-18,115.260002,115.320000,113.070000,113.260002,113.260002,635600
2021-08-19,112.709999,114.129997,111.510002,112.870003,112.870003,970600
2021-08-20,112.260002,113.889999,111.209999,113.120003,113.120003,813700
2021-08-23,113.790001,114.260002,113.120003,113.839996,113.839996,531800
2021-08-24,114.019997,114.629997,112.959999,114.320000,114.320000,515200
2021-08-25,114.309998,115.180000,113.059998,113.980003,113.980003,488800
2021-08-26,114.110001,114.110001,111.809998,111.970001,111.970001,626300
2021-08-27,112.510002,113.669998,112.500000,113.089996,113.089996,749400
2021-08-30,113.059998,113.669998,110.650002,111.970001,111.970001,896000
2021-08-31,111.959999,113.970001,111.680000,112.989998,112.989998,821700
2021-09-01,113.900002,116.379997,113.540001,115.459999,115.459999,739100
2021-09-02,115.750000,116.139999,113.970001,115.019997,115.019997,446200
2021-09-03,114.449997,114.739998,112.199997,113.879997,113.879997,566400
2021-09-07,114.339996,115.379997,112.419998,113.519997,113.519997,773000
2021-09-08,112.910004,114.410004,112.629997,113.690002,113.690002,389400
2021-09-09,112.709999,113.349998,111.370003,111.400002,111.400002,536000
2021-09-10,111.400002,111.589996,108.050003,108.110001,108.110001,714700
